CITATION,TYPE,AGENCY2,LOCAL,RACE,SEX,DAYNIGHT,MPHGROUP,AGEGROUP,INTOWN,INSTATE
K0008704,T,State Police,N,U,M,night,b) 10 to 15,31-35,Y,Y
K0008705,W,State Police,N,W,M,night,a) less than 10,41-45,Y,Y
K0008706,W,State Police,N,W,M,night,a) less than 10,36-40,N,Y
K0008707,T,State Police,N,W,M,day,U,26-30,N,Y
K0008708,W,State Police,N,W,M,day,U,31-35,N,Y
K0008709,T,State Police,N,W,M,night,U,21-25,N,Y
K0008710,W,State Police,N,U,M,night,U,21-25,N,Y
K0008711,W,State Police,N,W,F,night,a) less than 10,31-35,N,Y
K0008712,W,State Police,N,W,M,night,a) less than 10,26-30,N,Y
K0008713,W,State Police,N,W,M,night,a) less than 10,21-25,N,Y
K0008714,T,State Police,N,W,M,day,b) 10 to 15,41-45,N,Y
K0008715,T,State Police,N,W,M,night,c) 16 to 20,56-60,Y,Y
K0008717,T,State Police,N,W,M,night,U,41-45,N,Y
K0008718,W,State Police,N,W,M,night,a) less than 10,61-65,N,Y
K0008720,W,State Police,N,W,M,night,a) less than 10,61-65,N,Y
K0008726,W,State Police,N,W,M,night,U,36-40,N,Y
K0008727,W,State Police,N,W,M,night,U,41-45,N,Y
K0008728,W,State Police,N,W,M,night,U,36-40,N,Y
K0008730,W,State Police,N,W,M,night,U,16-20,N,Y
K0008731,W,State Police,N,W,M,night,U,46-50,N,Y
K0008733,W,State Police,N,W,M,night,U,46-50,N,Y
K0008742,W,State Police,N,W,M,night,b) 10 to 15,51-55,N,Y
K0008743,W,State Police,N,W,M,night,U,56-60,N,Y
K0008745,W,State Police,N,B,M,night,U,51-55,N,Y
K0008746,T,State Police,N,W,M,night,c) 16 to 20,36-40,N,Y
K0008747,T,State Police,N,W,F,day,U,16-20,Y,Y
K0008748,T,State Police,N,M,M,night,d) more than 20,31-35,N,N
K0008749,T,State Police,N,B,M,night,b) 10 to 15,26-30,N,Y
K0008751,T,State Police,N,W,M,night,b) 10 to 15,26-30,N,Y
K0008753,T,State Police,N,W,M,day,U,21-25,N,Y
K0008756,W,State Police,N,W,M,night,U,41-45,Y,Y
K0008757,W,State Police,N,W,F,night,b) 10 to 15,16-20,N,Y
K0008760,W,State Police,N,W,F,night,b) 10 to 15,36-40,Y,Y
K0008763,W,State Police,N,W,F,night,a) less than 10,16-20,N,Y
K0008764,W,State Police,N,W,M,night,U,21-25,N,Y
K0008767,T,State Police,N,W,M,day,U,41-45,N,Y
K0008768,W,State Police,N,W,M,night,U,41-45,N,Y
K0008769,W,State Police,N,H,M,night,U,16-20,N,N
K0008771,W,State Police,N,W,M,night,U,31-35,N,Y
K0008772,W,State Police,N,W,M,night,U,31-35,N,Y
K0008773,T,State Police,N,W,M,night,b) 10 to 15,21-25,Y,Y
K0008775,W,State Police,N,W,F,night,U,46-50,Y,Y
K0008776,W,State Police,N,H,M,day,U,31-35,N,Y
K0008777,W,State Police,N,W,M,night,U,31-35,N,Y
K0008779,T,State Police,N,H,M,night,U,36-40,N,Y
K0008781,W,State Police,N,W,F,day,U,31-35,N,Y
K0008782,W,State Police,N,W,F,day,a) less than 10,21-25,N,Y
K0008783,W,State Police,N,W,M,day,a) less than 10,56-60,N,Y
K0008784,W,State Police,N,H,M,day,a) less than 10,21-25,N,N
K0008786,W,State Police,N,B,F,day,a) less than 10,36-40,N,Y
K0008788,W,State Police,N,W,M,day,U,56-60,N,Y
K0008790,W,State Police,N,W,F,day,a) less than 10,51-55,N,Y
K0008791,W,State Police,N,W,M,day,a) less than 10,36-40,N,Y
K0008792,W,State Police,N,W,M,day,U,31-35,N,Y
K0008797,W,State Police,N,W,M,day,a) less than 10,16-20,N,Y
K0008798,W,State Police,N,W,M,day,b) 10 to 15,46-50,N,N
K0008799,W,State Police,N,W,M,day,a) less than 10,36-40,N,Y
K0008800,W,State Police,N,W,F,day,a) less than 10,31-35,N,Y
K0008802,W,State Police,N,W,F,day,U,51-55,Y,Y
K0008805,W,State Police,N,W,M,day,U,56-60,Y,Y
K0008807,W,State Police,N,W,M,day,U,46-50,N,Y
K0008808,W,State Police,N,W,F,day,U,46-50,N,Y
K0008810,W,State Police,N,W,M,day,U,31-35,N,Y
K0008816,W,State Police,N,W,M,day,U,36-40,N,Y
K0008817,W,State Police,N,W,M,night,U,36-40,N,Y
K0008818,W,State Police,N,W,F,day,U,56-60,N,Y
K0008819,W,State Police,N,W,M,day,U,46-50,N,Y
K0008820,W,State Police,N,W,M,day,U,46-50,N,Y
K0008822,T,State Police,N,W,M,day,c) 16 to 20,21-25,N,Y
K0008823,W,State Police,N,W,F,day,b) 10 to 15,31-35,Y,Y
K0008825,W,State Police,N,W,M,day,b) 10 to 15,31-35,Y,Y
K0008826,W,State Police,N,W,F,day,b) 10 to 15,36-40,N,Y
K0008828,T,State Police,N,W,M,day,d) more than 20,71-75,N,Y
K0008830,T,State Police,N,W,F,day,c) 16 to 20,26-30,N,Y
K0008831,T,State Police,N,W,M,day,c) 16 to 20,31-35,N,Y
K0008834,W,State Police,N,W,M,day,b) 10 to 15,16-20,N,Y
K0008835,W,State Police,N,W,F,day,b) 10 to 15,41-45,N,Y
K0008836,W,State Police,N,W,M,day,U,36-40,N,Y
K0008837,W,State Police,N,W,F,day,b) 10 to 15,21-25,Y,Y
K0008838,W,State Police,N,W,F,day,U,26-30,N,Y
K0008839,W,State Police,N,W,F,day,b) 10 to 15,21-25,Y,Y
K0008841,T,State Police,N,W,F,day,U,31-35,N,Y
K0008843,T,State Police,N,W,M,day,U,31-35,N,Y
K0008844,T,State Police,N,W,F,day,c) 16 to 20,31-35,N,Y
K0008845,T,State Police,N,W,M,day,c) 16 to 20,36-40,N,Y
K0008846,T,State Police,N,W,F,day,c) 16 to 20,21-25,N,Y
K0008847,T,State Police,N,W,F,day,d) more than 20,26-30,Y,Y
K0008849,T,State Police,N,W,F,night,c) 16 to 20,41-45,N,Y
K0008850,T,State Police,N,W,M,night,c) 16 to 20,61-65,N,Y
K0008851,T,State Police,N,B,M,night,c) 16 to 20,46-50,N,Y
K0008852,T,State Police,N,W,F,night,b) 10 to 15,36-40,N,Y
K0008853,T,State Police,N,W,M,day,U,36-40,N,Y
K0008854,T,State Police,N,W,M,day,U,41-45,N,Y
K0008856,W,State Police,N,W,M,night,U,41-45,Y,Y
K0008858,T,State Police,N,W,M,day,c) 16 to 20,51-55,N,Y
K0008859,T,State Police,N,W,M,day,c) 16 to 20,16-20,N,Y
